Speed,Strength,Lightning,Wind,Water,Fire,summ
"6,74","6,01","5,57","6,63","2,51","7,21","34,67"
"2,91","6,78","6,18","4,05","1,83","4,65","26,40"
"4,61","0,21","6,13","1,62","7,12","2,17","21,86"
"7,99","0,05","7,98","0,23","0,19","8,65","25,09"
"1,84","2,24","0,38","7,81","4,83","8,33","25,43"
"7,05","3,92","8,42","8,23","2,12","6,36","36,10"
"5,38","4,64","8,87","2,45","0,61","8,19","30,14"
"6,25","1,80","3,31","7,96","4,33","5,31","28,96"
"0,95","7,05","4,28","0,59","7,66","4,57","25,10"
"7,75","2,10","3,95","8,48","2,75","7,49","32,52"
"0,81","7,84","0,52","8,78","8,13","1,15","27,23"
"5,89","5,74","7,97","1,46","1,83","8,23","31,12"
"8,23","2,50","2,02","5,29","6,14","0,17","24,35"
"5,25","0,54","2,46","4,00","0,14","6,10","18,49"
"6,90","3,39","2,91","2,28","3,09","8,82","27,39"
"4,22","2,88","6,40","5,32","2,22","5,74","26,78"
"0,95","3,75","1,99","2,47","7,33","0,89","17,38"
"2,73","5,62","2,70","6,58","0,98","8,09","26,70"
"4,31","4,13","5,91","6,68","1,38","5,43","27,84"
"0,71","6,27","2,59","3,23","0,76","5,71","19,27"
"3,94","7,73","8,35","8,15","4,08","8,74","40,99"
"2,17","2,92","1,94","2,17","2,54","8,21","19,95"
"1,11","1,90","1,47","7,39","2,35","2,43","16,65"
"7,23","1,57","4,73","7,98","6,84","1,51","29,86"
"1,00","7,86","1,14","6,89","7,32","8,47","32,68"
"4,42","2,39","8,46","3,05","3,25","7,34","28,91"
"8,83","2,48","1,56","7,26","1,43","8,60","30,16"
"2,64","8,70","4,64","4,28","8,92","0,17","29,35"
"1,26","2,03","5,14","4,19","4,18","3,67","20,47"
"2,74","7,67","4,50","6,74","1,76","5,64","29,05"
"2,20","1,89","6,37","0,85","6,86","4,25","22,42"
"8,64","8,07","7,55","0,33","2,40","6,83","33,82"
"5,36","2,63","2,72","3,69","8,54","2,78","25,72"
"1,46","4,11","2,36","7,95","1,82","0,00","17,70"
"2,89","2,09","1,22","6,91","8,12","7,33","28,56"
"7,60","7,22","1,03","8,69","3,24","8,36","36,14"
"3,55","8,44","1,27","3,95","0,69","7,48","25,38"
"5,89","4,47","7,23","8,52","1,81","3,36","31,28"
"7,29","7,64","8,41","3,61","6,85","4,42","38,22"
"4,43","7,42","8,14","1,34","6,91","7,51","35,75"
"4,36","3,29","0,80","5,87","2,80","5,30","22,42"
"1,91","7,12","0,01","6,92","6,89","5,38","28,23"
"5,74","6,65","0,96","8,13","4,91","5,89","32,28"
"5,39","3,22","8,08","7,31","2,03","5,51","31,54"
"4,07","1,34","0,07","3,45","1,97","8,55","19,45"
"1,26","5,56","8,75","2,54","0,45","8,43","26,99"
"8,27","5,95","6,46","3,46","4,16","0,05","28,35"
"4,86","8,74","0,67","0,15","1,03","8,78","24,23"
"5,13","2,53","4,15","0,88","2,87","8,51","24,07"
"5,54","3,66","2,99","8,99","6,49","6,76","34,43"
"1,91","1,37","2,98","2,09","3,14","2,61","14,10"
"3,24","7,10","8,99","6,05","2,18","7,85","35,41"
"8,26","1,93","7,33","8,09","0,99","7,15","33,75"
"6,90","7,98","4,70","4,79","0,22","8,22","32,81"
"0,71","8,65","4,88","7,72","3,56","5,62","31,14"
"0,95","8,80","7,54","0,75","6,78","1,28","26,10"
"3,17","3,93","4,49","7,70","1,10","2,80","23,19"
"8,40","0,55","8,34","1,89","5,07","3,25","27,50"
"7,20","1,99","8,37","0,78","5,02","5,35","28,71"
"6,79","0,95","8,06","4,27","0,27","5,12","25,46"
"5,99","1,26","7,85","6,96","0,26","8,04","30,36"
"6,81","8,20","0,37","7,45","4,73","6,98","34,54"
"6,18","0,85","5,16","6,08","2,00","3,25","23,52"
"2,72","3,92","3,13","1,91","4,71","0,30","16,69"
"7,13","0,63","6,37","1,71","0,14","8,38","24,36"
"7,71","1,91","6,69","1,22","4,94","8,32","30,79"
"7,82","2,30","7,25","6,99","8,57","5,57","38,50"
"3,39","8,71","6,79","5,13","3,03","2,41","29,46"
"5,30","6,23","8,01","2,28","5,74","1,37","28,93"
"4,05","6,21","6,42","7,32","2,28","0,01","26,29"
"2,54","7,39","3,67","1,62","2,81","6,93","24,96"
"2,49","1,42","3,71","1,34","2,67","8,36","19,99"
"7,91","8,69","1,93","1,72","1,11","6,03","27,39"
"8,75","3,64","4,44","8,98","3,35","7,24","36,40"
"5,80","5,96","7,98","1,19","2,50","7,83","31,26"
"2,40","8,17","0,54","4,25","4,53","1,55","21,44"
"7,23","3,34","3,03","6,97","5,63","0,00","26,20"
"6,93","1,21","5,11","4,97","7,05","7,52","32,79"
"6,70","6,55","3,69","7,18","7,58","5,37","37,07"
"3,49","8,61","6,42","5,45","7,07","6,22","37,26"
"0,30","7,03","1,83","4,18","4,83","1,17","19,34"
"5,23","4,94","8,85","5,85","6,84","3,51","35,22"
"0,58","7,56","1,40","1,24","0,58","0,95","12,31"
"7,00","4,12","3,23","0,91","6,96","7,57","29,79"
"7,10","0,76","1,92","4,85","0,27","2,62","17,52"
"4,33","7,55","3,60","2,64","3,87","0,96","22,95"
"0,33","1,19","6,69","8,54","1,87","8,44","27,06"
"8,73","6,68","8,39","3,61","7,24","2,77","37,42"
"5,30","4,87","8,54","5,16","2,42","6,67","32,96"
"4,13","5,82","6,78","4,44","5,50","7,00","33,67"
"6,77","5,05","5,00","7,15","4,46","8,53","36,96"
"8,04","3,16","6,89","0,19","4,48","8,01","30,77"
"0,07","6,25","8,64","2,80","2,70","5,93","26,39"
"3,95","0,60","1,33","8,76","6,72","9,00","30,36"
"5,25","3,93","6,72","7,93","2,08","7,58","33,49"
"1,86","6,00","4,37","6,61","0,59","7,52","26,95"
"8,16","5,43","3,84","7,16","4,59","2,71","31,89"
"7,92","5,53","3,23","5,66","3,61","6,85","32,80"
"3,44","5,19","2,96","1,94","0,35","6,78","20,66"
"2,80","8,74","5,29","8,10","0,95","8,13","34,01"
"7,83","2,84","1,74","5,22","1,98","6,02","25,63"
"0,60","3,19","3,80","4,70","1,88","6,03","20,20"
"0,17","8,81","7,82","4,29","1,09","6,60","28,78"
"2,41","0,75","6,75","3,59","1,01","7,15","21,66"
"8,17","4,11","4,20","1,13","5,67","5,46","28,74"
"7,63","3,31","4,24","2,36","7,20","8,41","33,15"
"5,15","1,27","1,55","7,79","4,44","4,82","25,02"
"0,09","1,93","3,61","1,74","8,21","5,95","21,53"
"8,91","4,85","7,94","8,45","2,17","7,30","39,62"
"8,91","1,66","8,78","1,02","4,88","8,69","33,94"
"3,77","1,16","2,20","5,02","4,30","7,08","23,53"
"4,57","7,04","6,53","6,42","6,39","4,66","35,61"
"0,81","0,31","1,60","5,92","3,15","7,00","18,79"
"6,36","6,40","0,67","0,09","0,50","8,48","22,50"
"6,04","5,57","7,46","5,87","7,05","1,50","33,49"
"6,05","0,71","4,61","2,83","8,85","4,46","27,51"
"7,54","7,29","5,61","0,48","0,26","0,98","22,16"
"0,87","6,18","5,67","2,06","2,13","0,12","17,03"
"1,67","4,30","3,57","7,59","8,75","8,25","34,13"
"1,99","3,78","2,78","1,60","2,81","7,15","20,11"
"6,54","3,17","7,53","2,06","0,54","3,39","23,23"
"6,14","4,85","2,62","0,93","1,05","6,27","21,86"
"5,04","4,40","8,41","5,30","8,68","4,37","36,20"
"2,85","2,71","1,35","7,87","2,71","7,58","25,07"
"3,57","0,56","0,35","0,47","4,67","5,83","15,45"
"7,16","8,58","2,40","3,47","9,00","8,17","38,78"
"5,13","1,07","1,58","6,98","4,85","2,02","21,63"
"4,19","3,74","1,34","5,38","0,97","6,40","22,02"
"3,40","0,71","0,29","7,32","2,43","7,13","21,28"
"1,94","2,80","2,93","2,54","2,60","4,43","17,24"
"6,16","1,63","7,53","2,71","1,12","3,34","22,49"
"6,61","8,63","3,48","0,87","2,60","6,46","28,65"
"7,87","8,89","7,10","3,66","2,58","7,94","38,04"
"1,51","6,28","8,96","7,93","3,66","8,28","36,62"
"1,33","0,29","3,01","1,04","8,57","1,12","15,36"
"4,91","5,08","8,60","2,72","0,91","8,43","30,65"
"5,07","0,33","6,09","4,25","0,32","6,52","22,58"
"5,17","2,64","8,09","6,22","4,56","7,84","34,52"
"7,71","3,95","0,52","8,03","8,01","4,20","32,42"
"3,70","4,99","7,19","6,65","0,34","1,36","24,23"
"4,46","7,66","6,58","2,67","1,27","7,18","29,82"
"0,81","7,84","1,00","5,38","3,84","2,77","21,64"
"4,97","6,12","6,03","2,37","1,39","8,25","29,13"
"2,58","5,08","3,55","1,83","2,38","2,02","17,44"
"2,73","8,11","1,46","7,52","2,01","5,18","27,01"
"4,80","4,62","1,61","3,89","3,40","1,88","20,20"
"1,56","6,22","8,99","7,83","0,00","7,57","32,17"
"6,64","6,55","4,32","6,46","8,64","3,60","36,21"
"0,61","6,65","5,00","8,97","0,59","8,70","30,52"
"4,74","5,20","5,14","7,44","3,33","0,08","25,93"
"1,42","7,34","1,24","4,30","7,07","1,39","22,76"
"4,16","1,02","4,71","7,09","4,74","8,27","29,99"
"3,53","5,26","6,07","7,41","0,75","4,88","27,90"
"2,09","8,17","6,60","7,04","2,34","0,52","26,76"
"0,37","7,80","4,05","0,07","6,94","7,51","26,74"
"6,77","5,38","0,96","1,57","2,24","8,66","25,58"
"6,88","3,85","1,56","6,78","5,67","3,89","28,63"
"3,73","8,81","6,71","0,59","6,04","0,99","26,87"
"6,17","3,56","3,25","4,40","0,07","6,53","23,98"
"8,44","7,51","8,61","8,93","0,85","8,12","42,46"
"5,80","1,58","2,43","1,43","0,72","7,55","19,51"
"4,78","2,68","3,19","0,17","8,05","0,52","19,39"
"7,08","1,48","8,52","0,58","4,54","6,45","28,65"
"1,03","8,41","1,90","4,41","5,62","3,94","25,31"
"2,72","7,92","1,17","4,23","7,59","0,68","24,31"
"3,30","6,09","6,38","0,37","7,65","7,97","31,76"
"7,70","3,48","1,74","3,71","3,82","8,59","29,04"
"4,68","3,08","3,28","2,78","5,31","8,22","27,35"
"0,71","4,42","7,63","3,74","1,34","7,65","25,49"
"4,46","3,94","6,77","8,13","6,23","7,91","37,44"
"1,40","2,11","3,40","0,95","5,08","3,99","16,93"
"2,77","7,04","2,09","4,78","5,61","1,52","23,81"
"7,91","5,40","1,78","2,90","1,46","7,01","26,46"
"8,31","7,70","0,72","8,65","5,37","4,16","34,91"
"4,46","2,99","0,16","4,05","7,01","5,72","24,39"
"6,18","8,61","4,75","4,51","4,95","7,25","36,25"
"7,14","5,09","1,32","7,71","5,63","3,76","30,65"
"5,76","6,42","0,83","0,57","7,33","4,10","25,01"
"8,25","3,55","8,90","1,34","5,13","5,35","32,52"
"2,00","0,32","0,14","7,57","1,13","7,37","18,53"
"3,89","2,11","8,20","5,85","0,89","8,65","29,59"
"6,38","4,39","5,14","4,03","2,23","4,64","26,81"
"3,31","1,70","6,35","1,46","2,55","8,52","23,89"
"5,36","2,07","3,06","8,89","4,87","0,49","24,74"
"8,81","4,18","0,28","7,72","3,13","7,16","31,28"
"3,99","2,31","3,97","2,95","4,35","2,67","20,24"
"2,20","6,86","7,00","3,08","2,21","1,28","22,63"
"4,64","8,42","8,67","2,91","1,30","8,56","34,50"
"0,35","5,54","1,71","5,32","1,04","8,64","22,60"
"4,39","5,31","3,55","4,71","7,59","1,27","26,82"
"2,85","4,76","5,36","4,56","1,09","8,84","27,46"
"5,53","6,09","2,98","2,86","4,30","8,22","29,98"
"8,52","2,69","1,53","6,62","8,93","6,46","34,75"
"7,23","0,43","8,11","2,43","1,37","8,53","28,10"
"6,89","6,65","0,92","7,88","8,59","0,86","31,79"
"8,09","6,74","0,68","1,76","6,41","5,91","29,59"
"8,50","5,48","1,34","4,49","8,78","2,28","30,87"
"0,84","2,54","1,75","6,40","6,25","6,43","24,21"
"0,26","3,89","4,45","2,98","3,09","8,07","22,74"
"3,49","0,59","8,06","0,67","4,46","1,27","18,54"
"0,06","0,61","4,39","7,68","1,16","8,60","22,50"
"6,86","6,88","0,22","1,62","3,76","3,02","22,36"
"2,16","0,34","0,61","4,72","0,66","8,43","16,92"
"0,23","3,39","1,41","7,23","1,33","8,85","22,44"
"8,49","2,19","3,65","8,65","3,61","4,61","31,20"
"2,69","0,25","2,11","1,72","2,96","2,73","12,46"
"7,92","2,11","7,46","7,68","0,27","3,70","29,14"
"6,02","2,46","3,71","5,35","3,58","7,76","28,88"
"6,72","5,58","2,94","8,99","6,82","6,29","37,34"
"6,45","1,04","4,85","6,45","0,73","2,28","21,80"
"5,84","6,00","0,67","3,72","3,83","3,33","23,39"
"7,71","5,43","3,83","5,23","0,62","6,55","29,37"
"7,09","1,34","6,93","5,87","8,50","5,95","35,68"
"8,70","5,64","3,07","7,36","2,17","5,63","32,57"
"8,86","0,72","5,34","1,91","2,04","0,83","19,70"
"6,24","2,60","2,04","3,52","6,36","5,42","26,18"
"8,47","1,11","7,77","2,42","7,04","7,31","34,12"
"1,10","5,67","1,27","3,23","2,47","1,52","15,26"
"7,41","6,67","7,28","0,55","4,80","3,38","30,09"
"7,30","2,35","7,18","4,09","8,59","6,91","36,42"
"6,28","7,18","2,97","7,65","2,47","3,93","30,48"
"0,98","8,12","3,49","3,84","7,47","0,63","24,53"
"5,31","2,79","3,76","3,45","2,23","3,17","20,71"
"2,03","6,14","5,39","4,62","7,61","7,67","33,46"
"0,39","8,22","2,79","0,40","0,05","6,72","18,57"
"5,22","1,26","2,93","4,22","6,69","7,50","27,82"
"0,92","2,80","4,67","8,42","1,63","7,82","26,26"
"6,12","4,72","8,19","8,79","7,23","4,08","39,13"
"0,90","1,51","4,74","4,38","0,95","3,28","15,76"
"5,88","4,81","3,51","6,68","3,09","8,69","32,66"
"1,88","0,86","7,66","2,14","4,85","2,51","19,90"
"6,65","4,65","1,65","0,14","0,64","3,09","16,82"
"5,19","4,59","4,80","7,28","0,62","8,69","31,17"
"4,95","5,67","4,73","5,25","5,24","6,95","32,79"
"7,83","0,84","0,91","1,99","0,82","8,19","20,58"
"8,11","2,58","1,14","5,08","0,81","3,09","20,81"
"5,44","8,87","6,98","5,40","7,90","1,34","35,93"
"2,63","2,15","5,51","8,73","3,55","7,93","30,50"
"6,19","0,33","2,33","2,77","2,59","8,26","22,47"
"0,09","7,52","1,37","8,83","4,90","3,95","26,66"
"6,35","6,64","0,81","2,69","4,18","0,34","21,01"
"0,31","1,94","3,18","3,09","5,56","2,81","16,89"
"0,77","7,20","0,53","4,41","8,27","2,11","23,29"
"0,50","0,77","0,90","3,32","6,93","7,24","19,66"
"1,43","3,26","3,17","7,33","3,14","1,37","19,70"
"5,37","0,00","4,60","3,95","7,90","8,57","30,39"
"2,91","8,48","7,22","2,83","3,66","4,08","29,18"
"3,31","8,10","2,54","5,57","4,19","4,69","28,40"
"4,30","1,66","7,98","0,18","2,98","7,67","24,77"
"5,27","2,63","4,26","6,46","3,90","7,14","29,66"
"5,78","6,81","3,37","1,00","3,46","7,51","27,93"
"5,57","9,00","5,15","6,27","5,51","7,44","38,94"
"3,39","5,63","3,32","8,89","0,44","8,70","30,37"
"7,72","5,49","7,40","0,70","7,88","8,34","37,53"
"3,57","8,52","2,44","4,66","3,78","4,50","27,47"
"6,76","6,37","3,70","1,24","1,30","7,76","27,13"
"5,52","5,56","0,22","2,57","5,88","4,43","24,18"
"3,21","1,23","7,74","0,23","0,66","1,26","14,33"
"0,67","3,21","3,82","5,85","7,74","0,75","22,04"
"1,37","0,14","8,61","1,57","1,11","5,03","17,83"
"2,51","8,46","5,91","1,44","5,30","2,28","25,90"
"2,13","6,19","4,12","0,81","1,73","0,87","15,85"
"5,45","7,07","6,96","0,32","4,92","6,29","31,01"
"5,89","5,22","0,46","8,01","3,45","7,80","30,83"
"2,68","1,89","0,28","3,26","7,53","6,40","22,04"
"0,29","1,43","1,74","5,51","8,20","5,71","22,88"
"4,13","6,99","0,25","3,62","1,20","3,66","19,85"
"2,88","8,52","7,74","0,72","0,59","8,64","29,09"
"1,81","5,17","1,42","2,03","3,79","5,06","19,28"
"3,32","8,21","6,93","1,64","5,02","6,45","31,57"
"4,18","4,01","4,18","3,29","7,64","6,18","29,48"
"3,05","6,94","2,27","5,25","0,46","7,83","25,80"
"5,89","0,28","8,46","7,32","4,01","6,43","32,39"
"2,15","1,12","6,66","3,72","3,68","4,73","22,06"
"1,86","0,03","2,25","7,47","4,43","0,75","16,79"
"7,39","5,98","1,51","8,72","1,65","8,58","33,83"
"1,43","3,07","5,76","7,42","1,46","3,66","22,80"
"1,34","3,38","6,13","4,81","3,65","7,15","26,46"
"6,52","5,98","2,93","0,49","6,51","6,11","28,54"
"3,20","4,59","1,32","6,44","8,64","4,70","28,89"
"7,72","2,43","1,23","5,34","8,73","7,70","33,15"
"8,62","0,43","5,03","3,34","4,59","2,29","24,30"
"7,53","5,78","1,05","2,06","2,64","7,15","26,21"
"6,91","6,67","5,55","2,13","8,22","1,87","31,35"
"2,55","4,26","0,03","3,72","7,36","0,82","18,74"
"4,16","1,38","2,86","6,58","7,96","6,44","29,38"
"5,79","4,38","0,28","4,51","0,81","1,19","16,96"
"3,10","2,05","0,49","1,00","3,81","8,15","18,60"
"0,21","7,39","8,80","7,44","4,99","7,98","36,81"
"2,60","3,84","3,09","6,19","2,87","1,47","20,06"
"0,82","4,90","1,51","6,93","1,00","3,99","19,15"
"7,84","8,22","8,95","4,63","0,67","4,26","34,57"
"4,94","2,58","3,87","7,60","5,75","1,87","26,61"
"5,36","2,84","8,12","2,49","6,51","3,59","28,91"
"5,57","1,18","3,43","3,47","1,08","7,96","22,69"
"4,29","5,56","7,04","4,98","1,43","2,13","25,43"
"4,94","2,60","6,41","2,29","4,79","2,84","23,87"
"2,95","8,04","1,75","0,62","2,36","3,82","19,54"
"5,13","3,26","8,96","1,93","4,29","0,10","23,67"
"5,69","1,49","7,10","5,61","3,96","8,08","31,93"
"0,79","0,34","7,43","4,51","8,65","3,48","25,20"
"1,98","0,30","2,52","8,33","0,10","1,20","14,43"
"6,47","6,50","1,11","6,03","6,35","4,39","30,85"
"1,68","1,76","7,05","0,64","1,57","7,66","20,36"
"5,45","1,17","4,75","6,73","5,10","3,55","26,75"
"8,55","6,30","0,62","7,95","7,59","2,65","33,66"
"5,11","2,89","6,37","1,93","6,32","4,91","27,53"
"7,04","8,86","5,32","1,13","7,58","4,68","34,61"
"8,08","1,60","1,19","6,57","7,22","1,54","26,20"
"2,21","7,95","4,81","3,23","7,06","3,83","29,09"
"0,89","2,59","7,68","6,38","6,61","6,42","30,57"
"6,29","6,84","4,99","7,55","0,41","0,73","26,81"
"7,56","6,89","2,25","6,13","2,03","6,18","31,04"
"8,84","8,31","0,50","6,02","0,42","8,73","32,82"
"2,99","1,34","3,26","0,58","4,03","5,79","17,99"
"6,93","0,43","8,90","3,75","0,89","8,26","29,16"
"7,88","6,68","8,55","5,55","4,18","6,76","39,60"
"1,63","3,97","2,60","8,38","5,24","8,41","30,23"
"4,19","6,41","5,90","6,95","1,09","5,09","29,63"
"6,12","5,10","2,61","7,60","8,94","8,85","39,22"
"6,08","8,62","8,77","0,88","4,43","3,95","32,73"
"5,29","3,81","1,62","8,95","0,75","1,95","22,37"
"7,17","7,28","6,54","5,75","3,96","5,51","36,21"
"5,47","0,09","0,40","6,54","1,34","0,14","13,98"
"5,76","8,88","4,29","0,40","0,76","5,52","25,61"
"2,39","4,40","8,24","6,52","2,40","4,38","28,33"
"1,57","1,16","7,82","5,35","2,53","7,98","26,41"
"8,87","1,27","7,13","7,62","4,09","4,25","33,23"
"5,75","8,04","5,10","8,92","6,15","7,54","41,50"
"5,74","7,67","0,77","3,76","6,47","4,70","29,11"
"3,51","2,02","5,03","2,26","3,35","2,06","18,23"
"5,41","8,39","1,29","7,82","6,93","0,37","30,21"
"1,26","7,46","8,18","2,88","0,60","0,83","21,21"
"8,94","1,75","7,85","7,82","3,47","0,33","30,16"
"4,43","1,86","5,76","5,33","7,47","0,74","25,59"
"8,79","6,84","3,71","1,41","4,52","2,99","28,26"
"2,39","1,05","2,50","5,32","1,35","7,16","19,77"
"4,60","2,53","0,98","4,27","1,92","8,33","22,63"
"7,91","8,70","7,06","6,47","7,59","1,46","39,19"
"0,19","5,44","1,42","5,93","3,27","7,42","23,67"
"2,36","4,49","0,29","4,19","3,72","1,05","16,10"
"0,18","7,66","4,66","3,42","7,75","7,23","30,90"
"3,55","8,62","0,24","3,40","8,49","5,04","29,34"
"0,44","2,14","1,01","7,65","0,16","7,21","18,61"
"2,90","3,96","7,88","3,52","7,95","7,18","33,39"
"2,96","7,61","8,15","2,87","1,42","8,21","31,22"
"6,47","8,54","7,00","0,95","2,81","1,36","27,13"
"0,61","5,23","2,33","5,60","2,86","8,19","24,82"
"1,44","5,28","0,01","4,34","5,29","2,29","18,65"
"4,74","7,47","7,22","3,80","3,03","6,22","32,48"
"7,17","0,57","0,73","1,38","6,43","2,16","18,44"
"6,57","3,00","0,81","3,11","3,76","0,21","17,46"
"6,37","5,73","6,89","7,05","4,95","7,74","38,73"
"4,96","8,74","3,72","2,13","7,77","2,25","29,57"
"2,41","8,71","5,36","7,53","8,26","8,60","40,87"
"1,59","6,64","4,91","0,79","2,75","5,11","21,79"
"3,11","2,55","1,31","1,37","1,66","8,34","18,34"
"7,61","2,29","8,31","7,97","1,20","2,75","30,13"
"0,17","5,08","7,82","0,16","0,89","8,87","22,99"
"1,81","7,99","1,81","0,87","3,03","8,50","24,01"
"1,59","5,39","0,75","3,48","1,79","3,68","16,68"
"8,45","6,29","8,83","5,30","5,97","1,96","36,80"
"7,45","4,18","8,48","1,64","1,15","8,88","31,78"
"5,62","0,19","3,80","6,78","0,14","8,95","25,48"
"6,79","3,97","1,82","3,37","5,23","4,93","26,11"
"7,15","2,92","2,40","0,69","0,14","8,34","21,64"
"1,74","4,69","4,76","1,61","0,05","7,04","19,89"
"6,86","2,92","4,49","8,65","4,07","5,63","32,62"
"5,22","1,28","8,71","8,15","5,47","3,81","32,64"
"2,80","2,62","7,74","1,33","3,34","4,04","21,87"
"6,67","3,66","4,61","6,43","8,90","7,14","37,41"
"6,76","3,83","7,01","8,90","0,18","4,91","31,59"
"1,36","3,59","0,43","2,46","8,80","8,51","25,15"
"6,29","6,67","1,10","0,65","6,45","4,90","26,06"
"4,03","8,78","0,37","1,88","2,89","7,50","25,45"
"3,00","3,84","5,91","1,52","6,20","5,88","26,35"
"0,66","4,51","2,28","2,05","6,86","4,45","20,81"
"1,75","0,38","1,81","4,09","0,66","0,00","8,69"
"8,28","8,75","0,60","4,28","1,76","0,35","24,02"
"5,15","5,65","8,98","5,94","2,14","7,82","35,68"
"7,71","4,74","1,72","0,17","0,79","0,82","15,95"
"4,15","0,65","4,20","8,00","3,89","1,59","22,48"
"4,60","7,27","2,42","8,83","7,14","1,53","31,79"
"5,50","7,53","5,22","3,07","4,53","1,84","27,69"
"2,32","4,50","8,04","2,32","6,22","5,05","28,45"
"6,09","4,46","1,77","0,17","1,52","1,19","15,20"
"4,46","8,08","5,43","8,51","3,50","3,65","33,63"
"1,66","5,20","1,47","6,34","6,91","1,84","23,42"
"2,61","5,97","7,63","5,13","7,12","4,64","33,10"
"5,51","0,51","7,68","3,72","2,78","8,52","28,72"
"1,67","3,06","1,75","4,88","2,01","8,66","22,03"
"3,61","1,80","0,10","2,49","1,03","3,21","12,24"
"6,73","3,92","7,37","4,63","5,51","2,47","30,63"
"1,50","6,57","5,17","4,87","2,79","4,85","25,75"
"0,39","2,92","4,74","4,24","6,84","2,57","21,70"
"1,03","5,18","8,62","4,05","0,51","0,16","19,55"
"2,97","1,45","4,50","0,34","8,05","6,20","23,51"
"6,86","4,52","3,04","7,70","3,04","3,64","28,80"
"2,64","6,28","5,41","4,59","1,62","7,26","27,80"
"7,04","5,33","2,43","8,53","2,27","0,96","26,56"
"5,66","8,20","4,94","3,88","3,44","2,89","29,01"
"6,63","2,90","7,33","2,62","2,25","7,20","28,93"
"8,03","1,72","2,81","0,00","4,20","2,94","19,70"
"5,54","3,27","7,82","6,21","8,70","5,91","37,45"
"0,27","1,02","1,79","3,15","3,25","6,83","16,31"
"2,26","2,04","1,26","7,96","2,89","5,09","21,50"
"2,25","7,50","1,24","4,13","5,28","1,27","21,67"
"8,39","3,47","7,26","3,82","1,24","5,45","29,63"
"7,22","0,22","5,63","2,26","3,34","2,01","20,68"
"3,34","0,68","2,36","4,32","3,56","7,86","22,12"
"8,72","4,16","5,65","1,48","2,59","0,42","23,02"
"3,19","4,69","4,43","0,36","5,95","0,17","18,79"
"7,83","5,49","5,86","7,31","1,81","4,50","32,80"
"1,59","2,22","8,83","6,42","1,94","0,46","21,46"
"3,80","0,45","0,56","0,12","3,50","7,43","15,86"
"6,96","1,01","7,25","2,14","1,56","7,17","26,09"
"8,83","8,33","7,34","6,34","1,23","7,77","39,84"
"0,70","6,48","1,73","1,79","5,22","1,57","17,49"
"0,57","7,35","2,21","3,66","2,98","0,54","17,31"
"5,63","4,60","0,67","7,60","3,62","0,42","22,54"
"8,53","3,94","0,04","4,47","5,21","7,43","29,62"
"1,56","3,74","2,75","6,59","6,53","4,87","26,04"
"7,49","6,10","0,04","4,69","6,27","8,49","33,08"
"5,13","4,96","6,71","7,44","0,80","5,42","30,46"
"7,70","0,29","6,25","5,44","2,35","0,28","22,31"
"8,80","5,71","7,88","0,24","6,98","0,29","29,90"
"6,24","5,98","1,75","6,27","6,60","8,49","35,33"
"3,45","5,92","5,41","2,28","7,89","0,14","25,09"
"5,06","0,35","2,20","7,14","8,41","1,09","24,25"
"0,71","1,28","5,79","5,77","5,82","8,23","27,60"
"6,51","2,71","5,91","0,99","6,90","3,82","26,84"
"6,92","8,00","0,28","2,19","4,06","7,84","29,29"
"8,98","3,44","8,78","5,33","5,63","4,10","36,26"
"0,33","1,75","7,23","3,62","3,39","6,66","22,98"
"2,56","7,43","3,82","5,91","1,99","7,41","29,12"
"4,19","8,65","7,59","0,31","3,70","1,53","25,97"
"8,41","1,60","1,70","8,92","6,29","8,42","35,34"
"1,43","1,97","6,07","3,73","2,81","7,31","23,32"
"3,86","3,09","7,70","5,74","5,84","2,85","29,08"
"0,96","7,69","4,58","8,56","4,39","0,25","26,43"
"1,14","8,90","0,65","8,22","3,61","1,00","23,52"
"8,06","0,61","1,59","2,55","7,60","8,37","28,78"
"0,46","8,92","0,62","5,36","0,09","6,06","21,51"
"2,98","3,40","6,36","0,63","0,15","8,46","21,98"
"2,13","2,29","4,21","3,48","2,03","6,98","21,12"
"3,58","5,89","6,65","1,77","3,40","6,91","28,20"
"5,38","4,49","5,52","6,12","1,43","4,32","27,26"
"5,00","3,52","5,07","8,97","7,22","5,20","34,98"
"8,71","4,36","1,26","3,53","8,06","2,13","28,05"
"2,83","3,61","6,04","6,49","2,59","7,65","29,21"
"5,58","5,15","2,99","5,60","4,51","6,96","30,79"
"8,82","1,76","1,24","7,43","2,88","8,41","30,54"
"2,41","2,31","6,25","1,13","2,93","8,50","23,53"
"8,12","0,10","2,96","8,61","3,86","3,18","26,83"
"7,21","2,23","0,58","7,34","0,38","8,39","26,13"
"4,43","3,66","1,92","1,61","0,01","8,71","20,34"
"1,07","8,08","4,23","6,32","3,33","8,01","31,04"
"3,71","7,13","1,96","3,17","6,86","1,76","24,59"
"0,76","5,88","4,22","6,03","3,60","1,09","21,58"
"3,74","7,65","0,77","6,21","0,93","5,73","25,03"
"0,61","7,12","0,83","8,62","3,10","1,29","21,57"
"4,89","8,35","3,60","1,39","8,06","5,72","32,01"
"1,21","3,94","0,40","1,09","4,30","6,30","17,24"
"0,21","1,08","1,27","8,34","6,32","7,19","24,41"
"2,38","4,85","5,78","4,68","3,50","5,65","26,84"
