Speed,Strength,Lightning,Wind,Water,Fire,summ
"7,63","1,83","2,56","7,41","5,3","0,54","25,27"
"7,63","8,41","6,74","1,96","7,66","4,43","36,83"
"7,63","2,04","5,46","8,69","5,88","6,05","35,75"
"7,63","3,31","4,24","2,36","7,2","8,41","33,15"
"7,63","1,49","2,04","8,85",1,"1,5","22,51"
"7,62","3,42","0,41","4,06","0,53","8,34","24,38"
"7,62","6,45","3,96","2,36","3,36","8,42","32,17"
"7,61","2,29","8,31","7,97","1,2","2,75","30,13"
"7,61","4,2","0,51","1,73","0,22","1,08","15,35"
"7,6","8,23","2,58","2,29","1,53","4,57","26,8"
"7,6","3,93","3,14","0,59","2,84","0,44","18,54"
"7,6","7,22","1,03","8,69","3,24","8,36","36,14"
"7,6","5,69","7,97","0,47","0,09","4,03","25,85"
"7,6","6,15","7,78","8,88","4,65","6,39","41,45"
"7,6","2,86","1,76","6,42","1,32","8,49","28,45"
"7,59","5,01","8,91","0,93","7,17","0,29","29,9"
"7,58","7,48","1,47","3,09","7,48","5,77","32,87"
"7,58","5,53","1,23","3,75","5,3","2,76","26,15"
"7,58","3,93","8,23","8,63","3,66","7,07","39,1"
"7,57","7,76","4,45","8,81","6,05","1,37","36,01"
"7,57","2,72","4,71","6,93","6,04","1,35","29,32"
"7,56","6,89","2,25","6,13","2,03","6,18","31,04"
"7,56","7,37","0,06","6,1","6,06","4,66","31,81"
"7,56","6,89","2,25","6,13","2,03","6,18","31,04"
"7,56","1,7","6,32","1,68","3,11","8,27","28,64"
"7,55","3,84","6,98","3,53","2,04","8,23","32,17"
"7,55","6,5","6,2","1,28","1,95","0,09","23,57"
"7,55","1,56","6,58","5,27","1,43","5,96","28,35"
"7,54","2,58","8,76","3,52","2,23","5,59","30,22"
"7,54","7,29","5,61","0,48","0,26","0,98","22,16"
"7,54","0,35","8,69",4,"5,16","4,97","30,71"
"7,53","5,69","0,75","8,09","2,41","8,39","32,86"
"7,53","2,34","7,21","5,12","5,15","0,46","27,81"
"7,53","5,78","1,05","2,06","2,64","7,15","26,21"
"7,53","3,04","2,54","1,47","6,64","6,04","27,26"
"7,52","2,48","3,34","6,28","6,99","8,18","34,79"
"7,52","6,78","6,56","6,95","1,18","5,97","34,96"
"7,52","4,09","3,26","5,45","1,57","0,18","22,07"
"7,51","1,32","4,7","7,34","2,41","7,3","30,58"
"7,51","1,81","0,73","3,09","8,85","2,07","24,06"
"7,51","6,44","8,05","3,47","2,14","7,37","34,98"
"7,51","5,64","2,63","0,75","7,41","6,49","30,43"
"7,5","5,74","8,53","6,44","0,56","5,56","34,33"
"7,5","2,92","5,65","1,38","6,38","6,82","30,65"
"7,5","4,3","4,45","8,12","6,5","2,16","33,03"
"7,5","5,74","8,53","6,44","0,56","5,56","34,33"
"7,49","2,35","7,63","5,82","1,78","8,37","33,44"
"7,49","1,29","0,04","2,54","2,38","4,33","18,07"
"7,49","6,1","0,04","4,69","6,27","8,49","33,08"
"7,49","1,51","2,84","7,97","6,58","8,17","34,56"
"7,48","5,85","4,08","3,84","5,8","3,93","30,98"
"7,47","8,69","3,32","7,27","4,82","1,61","33,18"
"7,47","7,35","7,78","3,26","3,51","7,92","37,29"
"7,47","7,35","7,78","3,26","3,51","7,92","37,29"
"7,47","2,61","0,58","5,11","3,45","4,47","23,69"
"7,46","3,07","0,36","8,25","7,47","8,84","35,45"
"7,46","1,42","3,33","8,85","1,75","8,98","31,79"
"7,45","3,2","0,73","8,76","4,78","8,83","33,75"
"7,45","6,99","6,68","3,29","4,6","5,45","34,46"
"7,45","3,87","7,63","3,83","5,56","5,08","33,42"
"7,45","5,17","7,65","4,19","7,12","8,72","40,3"
"7,45","1,18","7,58","1,69","0,1","5,79","23,79"
"7,45","3,05","6,64","0,92","3,73","8,72","30,51"
"7,45","4,18","8,48","1,64","1,15","8,88","31,78"
"7,45","7,37","3,93","5,04","0,15","8,31","32,25"
"7,45","1,13","5,09","4,63","0,88","8,89","28,07"
"7,44","6,5","1,76","3,76","4,22","2,43","26,11"
"7,44","5,21","2,73","5,98","2,92","5,64","29,92"
"7,43","2,02","2,37","1,63","2,22","1,94","17,61"
"7,43","6,66","1,51","4,32","8,84","4,05","32,81"
"7,43","4,08","3,66","2,03","4,72","5,01","26,93"
"7,42","6,19","8,95","5,13","0,42","6,91","35,02"
"7,41","7,31","1,18","7,83","8,71","8,98","41,42"
"7,41","4,7","4,87","3,18","7,06","8,53","35,75"
"7,41","6,67","7,28","0,55","4,8","3,38","30,09"
"7,41","7,13","0,8","3,44","1,3","2,65","22,73"
"7,4","5,53","7,71","6,06","4,4","7,9",39
"7,4","3,08","6,14","3,48","5,89","5,92","31,91"
"7,4","0,48","1,39","5,49","2,99","8,87","26,62"
"7,4","8,83",8,"6,75","5,04","6,05","42,07"
"7,39","5,98","1,51","8,72","1,65","8,58","33,83"
"7,39","8,11","7,41","4,61","7,27","7,58","42,37"
"7,39","7,7","8,45","4,1","3,63","3,37","34,64"
"7,39","1,23","3,2","5,74","0,5","8,63","26,69"
"7,39","7,7","8,45","4,1","3,63","3,37","34,64"
"7,39","5,24","1,96","1,42","1,43","2,09","19,53"
"7,38","0,48","7,09","6,14","5,81","3,22","30,12"
"7,37","1,38","1,68","7,18","4,81","4,94","27,36"
"7,37","3,42","1,9","4,47","4,51","6,8","28,47"
"7,36","8,79","0,79","2,56","6,25","8,62","34,37"
"7,35","8,51","1,94","0,32","6,38","6,94","31,44"
"7,35","1,56","1,57","4,24","8,57","8,16","31,45"
"7,35","8,58","8,36","6,1","7,48","2,99","40,86"
"7,34","6,34","1,43","6,18","6,95","2,93","31,17"
"7,34","0,07","2,2","0,58","6,88","1,15","18,22"
"7,34","0,59","5,32","0,19","4,93","5,18","23,55"
"7,33","1,72","1,04","0,35","1,72","5,57","17,73"
"7,33","6,74","6,01","7,38","7,1","6,68","41,24"
"7,32","2,16","1,05","2,52","1,38","7,94","22,37"
"7,32","0,97","2,63","4,06","1,59","1,97","18,54"
"7,32","2,66","0,73","6,37","6,48","8,84","32,4"
"7,31","8,23","1,83","5,8","3,71","7,29","34,17"
"7,31","2,38","5,85","6,97","4,96","5,16","32,63"
"7,3","4,13","1,33","7,19","4,14","7,15","31,24"
"7,3","0,17","5,1","5,71","7,96","0,19","26,43"
"7,3","8,56","0,21","7,68","0,41","7,49","31,65"
"7,3","2,35","7,18","4,09","8,59","6,91","36,42"
"7,3","2,91","3,5","6,27","2,11","0,39","22,48"
"7,3","1,26","4,38","3,99","1,32","5,21","23,46"
"7,3","1,26","4,53","2,08","3,75","8,4","27,32"
"7,29","7,64","8,41","3,61","6,85","4,42","38,22"
"7,29","4,79","8,79","3,13","0,75","4,45","29,2"
"7,29","0,74","7,09","6,64","0,95","1,86","24,57"
"7,28","2,59","4,25","1,64","3,44","8,81","28,01"
"7,28","1,85","1,69","7,39","7,22","3,9","29,33"
"7,27","0,83","1,39","7,69","6,24","2,18","25,6"
"7,27","7,56","5,9","7,85","0,34","3,45","32,37"
"7,27","7,56","5,9","7,85","0,34","3,45","32,37"
"7,26","5,55","2,23","5,39","8,58","4,43","33,44"
"7,25","1,34","1,94","7,2","5,5","1,92","25,15"
"7,25","3,33","0,13","3,26","8,63","6,16","28,76"
"7,25","5,41","1,39","4,17","4,23","4,98","27,43"
"7,25","5,36","5,78","4,14","6,14","0,46","29,13"
"7,24","7,01","5,97","7,33","2,27","3,53","33,35"
"7,24","5,25","3,35","4,93","3,33","7,61","31,71"
"7,24","3,23","6,33","2,02","1,21","3,27","23,3"
"7,24","7,01","5,97","7,33","2,27","3,53","33,35"
"7,23","0,43","8,11","2,43","1,37","8,53","28,1"
"7,23","3,34","3,03","6,97","5,63",0,"26,2"
"7,23","1,57","4,73","7,98","6,84","1,51","29,86"
"7,22","1,74","4,73","6,71","4,57","6,56","31,53"
"7,22",0,"7,71","5,8","1,67","6,08","28,48"
"7,22","0,22","5,63","2,26","3,34","2,01","20,68"
"7,21","0,81","0,71","1,15","5,04","2,48","17,4"
"7,21","0,81","0,71","1,15","5,04","2,48","17,4"
"7,21","2,23","0,58","7,34","0,38","8,39","26,13"
"7,2","6,88","4,96","0,78","4,6","0,62","25,04"
"7,2","1,99","8,37","0,78","5,02","5,35","28,71"
"7,2","5,27","3,46","2,43","7,36","0,52","26,24"
"7,19","1,03","0,19","2,46","3,46","3,19","17,52"
"7,19","8,73","0,34","4,29","4,76","7,26","32,57"
"7,18","6,51","3,12","0,44","0,26","5,32","22,83"
"7,18","0,24","2,64","6,49","2,86","7,34","26,75"
"7,18","4,53","5,78","3,81","5,89","7,09","34,28"
"7,18","6,23","4,93","1,74","0,61","6,48","27,17"
"7,17","4,84","6,74","0,37","1,28","8,1","28,5"
"7,17","2,38","5,12","5,31","5,38","8,22","33,58"
"7,17","7,28","6,54","5,75","3,96","5,51","36,21"
"7,17","0,57","0,73","1,38","6,43","2,16","18,44"
"7,17","7,66","1,88","8,53","2,76","3,31","31,31"
"7,17","5,52","7,27","2,75","1,99","4,32","29,02"
"7,16","8,15","5,71","5,91","1,01","2,54","30,48"
"7,16","8,58","2,4","3,47",9,"8,17","38,78"
"7,15","1,69","0,92","2,61","3,85","6,25","22,47"
"7,15","2,92","2,4","0,69","0,14","8,34","21,64"
"7,14","5,09","1,32","7,71","5,63","3,76","30,65"
"7,14","6,72","2,01","0,71","3,66","7,54","27,78"
"7,14","6,63","1,15","5,25","7,77","2,16","30,1"
"7,13","7,22","2,89","2,4","0,77","0,92","21,33"
"7,13","8,94","8,77","5,46","4,21","6,99","41,5"
"7,13","8,75","7,58","3,11","5,03","1,89","33,49"
"7,13","0,63","6,37","1,71","0,14","8,38","24,36"
"7,13","3,58","4,27","4,83","0,16","6,33","26,3"
"7,13","5,99","5,64","2,12","4,96","0,42","26,26"
"7,12","5,02","4,37","5,8","5,98","1,98","30,27"
"7,12","0,18","3,73","4,73","6,95","3,7","26,41"
"7,11","7,42","7,56","4,86","1,24","2,19","30,38"
"7,11","1,6","5,94","7,58","2,23","8,51","32,97"
"7,1","8,4","1,05","7,38","8,9","2,16","34,99"
"7,1","0,76","1,92","4,85","0,27","2,62","17,52"
"7,1","7,52","8,17","7,12","5,79","0,71","36,41"
"7,09","8,09","3,43","0,39","7,96","8,69","35,65"
"7,09","5,92","4,01","2,55","4,96","7,17","31,7"
"7,09","1,34","6,93","5,87","8,5","5,95","35,68"
"7,09","3,62","2,72","3,19","4,8","5,43","26,85"
"7,09","2,22","1,11","2,45","4,7","8,56","26,13"
"7,09","3,28","5,16","3,81","4,53","3,65","27,52"
"7,09","7,49","1,97","1,18","4,74","4,33","26,8"
"7,08","7,39","1,32","5,1","0,53","8,66","30,08"
"7,08","4,24","1,74","7,94","7,41","0,69","29,1"
"7,08","1,48","8,52","0,58","4,54","6,45","28,65"
"7,08","4,11","3,6","0,02","4,34","1,7","20,85"
"7,08","4,64","2,76","4,7","1,56","8,89","29,63"
"7,07","6,47","3,28","5,88","1,42","1,38","25,5"
"7,07","6,13","3,56","4,36","7,46","0,46","29,04"
"7,07","6,24","2,77","0,6","1,85","3,16","21,69"
"7,07","2,49","6,88","8,01","3,06","0,59","28,1"
"7,07","2,03","1,92","4,87","1,56","3,32","20,77"
"7,07","4,75","5,1","4,48","4,75","1,15","27,3"
"7,06","6,46","1,05","6,18","6,56","4,8","32,11"
"7,06","7,67","8,33","5,11","0,64","7,68","36,49"
"7,06","5,79","5,76","6,76","8,94","3,47","37,78"
"7,05","3,16","6,12","7,72","3,5","0,84","28,39"
"7,05","3,92","8,42","8,23","2,12","6,36","36,1"
"7,05","7,03","5,97","1,2","4,77","6,5","32,52"
"7,05","8,43","2,58","2,49","0,68","0,09","21,32"
"7,04","5,33","2,43","8,53","2,27","0,96","26,56"
"7,04","5,76","1,97","6,97","4,62","1,67","28,03"
"7,04","3,61","6,05","6,26","5,96","8,07","36,99"
"7,04","8,86","5,32","1,13","7,58","4,68","34,61"
"7,03","5,21","4,49","4,65","5,78","3,46","30,62"
"7,03","7,07","0,29","7,79","0,31","5,49","27,98"
"7,03","7,57","6,44","3,18","6,82","7,26","38,3"
"7,03","0,16","6,55","6,25","3,16","6,1","29,25"
"7,02","8,41","2,19","1,58","0,24","1,87","21,31"
"7,02","5,54","1,12","5,7","1,89","5,03","26,3"
"7,02","1,97","0,64","2,52","4,15","4,47","20,77"
"7,02","8,49","7,21","1,33","5,77","0,37","30,19"
"7,01","4,78","6,81","5,35","0,07","0,88","24,9"
7,"4,12","3,23","0,91","6,96","7,57","29,79"
7,"3,77","3,98","8,66","3,03","8,97","35,41"
"6,99","5,74","3,64","7,81","2,35","2,75","29,28"
"6,99","4,17","4,99","8,22","3,58","4,71","32,66"
"6,99","3,57","7,22","7,36","0,22","1,07","26,43"
"6,98","7,87","8,51","7,78","5,65","7,28","44,07"
"6,98","6,7","6,15","2,58","3,83","5,12","31,36"
"6,98","4,87","8,91","0,31","6,62","4,36","32,05"
"6,96","1,01","7,25","2,14","1,56","7,17","26,09"
"6,96","4,46","6,79","0,16","0,82","8,26","27,45"
"6,95","7,82","2,73","4,57","5,96","8,78","36,81"
"6,95","1,66","1,45","4,24","0,16","8,36","22,82"
"6,95","3,4","8,38","0,55","7,13","1,48","27,89"
"6,95","7,52","6,3","0,48","3,78","1,67","26,7"
"6,94","6,07","2,91","7,83","7,46","0,17","31,38"
"6,93","0,43","8,9","3,75","0,89","8,26","29,16"
"6,93","4,96","6,98","7,28","1,05","6,07","33,27"
"6,93","1,21","5,11","4,97","7,05","7,52","32,79"
"6,92","6,99","0,01","1,54","5,78","5,16","26,4"
"6,92","1,02","4,09","1,95","8,7","0,15","22,83"
"6,92","4,71","1,41","0,96","7,29","4,2","25,49"
"6,92","4,72","6,33","0,58","3,73","7,65","29,93"
"6,92",8,"0,28","2,19","4,06","7,84","29,29"
"6,92","2,27","4,32","2,05","3,2","6,05","24,81"
"6,92","2,05","3,45","3,41","6,89","3,12","25,84"
"6,91","1,78","1,79","8,7","2,16","6,9","28,24"
"6,91","1,91","1,12","0,15","5,87","5,31","21,27"
"6,91","2,21","2,51","6,96","0,26","7,87","26,72"
"6,91","7,32","1,03","5,35","1,45","3,77","25,83"
"6,91","6,67","5,55","2,13","8,22","1,87","31,35"
"6,9","2,79","6,3","7,54","0,65","7,28","31,46"
"6,9","5,56","6,63","0,87","7,23","8,76","35,95"
"6,9","3,39","2,91","2,28","3,09","8,82","27,39"
"6,9","7,98","4,7","4,79","0,22","8,22","32,81"
"6,89","3,98",5,"0,46","6,09","8,59","31,01"
"6,89","7,73","7,51","0,62","3,82","4,89","31,46"
"6,89","6,65","0,92","7,88","8,59","0,86","31,79"
"6,89","8,5","1,03","4,99","2,51","7,54","31,46"
"6,89","2,42","3,09","6,94","0,48","7,43","27,25"
"6,89","3,18","0,67","8,55","4,93","1,51","25,73"
"6,88","1,78","1,63","3,78","3,97","4,05","22,09"
"6,88","3,85","1,56","6,78","5,67","3,89","28,63"
"6,88","5,04","1,9","6,81","2,72","3,18","26,53"
"6,88","1,78","1,63","3,78","3,97","4,05","22,09"
"6,88","5,93","4,54","4,89","2,69",5,"29,93"
"6,87","8,02","4,52","0,4","0,53","5,61","25,95"
"6,87","4,7","5,94","1,95","0,71","7,86","28,03"
"6,87","3,38","1,77","2,94","0,86","5,22","21,04"
"6,87","5,05","4,57","0,8","4,26","1,87","23,42"
"6,87","1,67","6,62","3,43","3,36","0,96","22,91"
"6,86","6,88","0,22","1,62","3,76","3,02","22,36"
"6,86","2,92","4,49","8,65","4,07","5,63","32,62"
"6,86","1,34","5,35","6,27","3,87","6,6","30,29"
"6,86","1,33","8,29","2,06","7,68","6,58","32,8"
"6,86","6,26","4,43","8,61","3,27","1,92","31,35"
"6,86","4,52","3,04","7,7","3,04","3,64","28,8"
"6,86","1,58","1,57","6,55","2,78","0,02","19,36"
"6,85","6,96","6,4","2,39",4,"0,96","27,56"
"6,84","1,53","3,95","4,2","4,58","6,35","27,45"
"6,84","8,74","4,32","0,22","0,99","8,93","30,04"
"6,83","7,54","8,12","0,32","3,37","5,27","31,45"
"6,83","1,1","6,55","4,36","0,09","8,54","27,47"
"6,82","4,49","1,01","0,98","5,98","5,69","24,97"
"6,82","4,25","0,42","7,77","2,12","8,79","30,17"
"6,82","3,45","0,51","2,07","4,61","0,05","17,51"
"6,82","7,36","1,59","7,11","3,81","4,58","31,27"
"6,82","6,58","2,19","2,78","7,15","7,91","33,43"
"6,81","8,2","0,37","7,45","4,73","6,98","34,54"
"6,8","7,63","0,13","5,75","0,95","7,72","28,98"
"6,79","8,33","3,23","6,04","2,53","6,19","33,11"
"6,79","6,72","0,77","3,31","3,23","6,01","26,83"
"6,79","3,78","2,11","1,97","6,12","8,74","29,51"
"6,79","6,6","2,81","5,91","1,34","6,33","29,78"
"6,79","3,97","1,82","3,37","5,23","4,93","26,11"
"6,79","0,31","1,46","7,88","3,27","8,87","28,58"
"6,79","0,95","8,06","4,27","0,27","5,12","25,46"
"6,78","3,97","8,38","5,96","7,89","0,11","33,09"
"6,77","8,25","0,91","4,12","0,26","7,88","28,19"
"6,77","5,05",5,"7,15","4,46","8,53","36,96"
"6,77","5,49","2,77","0,89",2,"2,4","20,32"
"6,77","5,38","0,96","1,57","2,24","8,66","25,58"
"6,76","2,82","8,22","3,57","5,41","4,96","31,74"
"6,76","6,37","3,7","1,24","1,3","7,76","27,13"
"6,76","3,83","7,01","8,9","0,18","4,91","31,59"
"6,75","6,81","3,14","3,17","1,16","4,55","25,58"
"6,75","7,47","8,95","2,33","4,27","8,2","37,97"
"6,75","0,74","2,58","8,41","8,22","4,22","30,92"
"6,75","4,65","8,95","4,1","1,85","3,37","29,67"
"6,75","7,47","8,95","2,33","4,27","8,2","37,97"
"6,74","3,63","4,88","2,02","7,69","2,1","27,06"
"6,74","1,83","4,33","6,32","0,34","4,97","24,53"
"6,74","6,01","5,57","6,63","2,51","7,21","34,67"
"6,74","7,77","1,7","7,72","7,48","2,45","33,86"
"6,74","7,67","0,21","6,49","6,44","5,12","32,67"
"6,74","5,22","6,1","0,13","2,96","6,61","27,76"
"6,74","2,4","0,85","7,7","1,39","5,83","24,91"
"6,74","2,55","7,2","8,37","6,9","7,13","38,89"
"6,73","8,31","7,6","6,09","0,36","1,69","30,78"
"6,73","3,92","7,37","4,63","5,51","2,47","30,63"
"6,72","5,58","2,94","8,99","6,82","6,29","37,34"
"6,72","6,67","2,88","6,79","1,89","7,94","32,89"
"6,72","7,94","6,27","4,78","1,07","8,03","34,81"
"6,72","7,35","4,33","5,52","8,92","0,51","33,35"
"6,72","0,86","4,19","8,66",5,"6,13","31,56"
"6,72","0,93","1,57","6,27","7,49","0,43","23,41"
"6,72","3,79","0,99","7,4","6,62","4,29","29,81"
"6,71","8,73","2,06","6,46","5,02","4,88","33,86"
"6,71","5,49","7,28","7,19","1,08","2,38","30,13"
"6,7","5,87","8,43","7,95","0,42","8,82","38,19"
"6,7","6,55","3,69","7,18","7,58","5,37","37,07"
"6,7","5,87","8,43","7,95","0,42","8,82","38,19"
"6,69","7,48","1,06","3,84","4,75","7,61","31,43"
"6,69","4,69","2,73","6,41","2,57","3,78","26,87"
"6,69","2,86","1,5","3,88","4,48","2,8","22,21"
"6,69","8,64","8,1",3,"6,14","7,56","40,13"
"6,69","4,13","8,88","6,08","2,74","8,27","36,79"
"6,68","4,87","3,52","1,72","4,31","5,57","26,67"
"6,68","2,99","2,45","7,44","5,18","1,53","26,27"
"6,68","3,46","1,63","1,34","5,91","4,42","23,44"
"6,68","1,29","6,89","7,94","2,11","5,35","30,26"
"6,68","0,02","2,98","3,86","8,5","5,32","27,36"
"6,68","2,83","1,49","5,57","4,82",1,"22,39"
"6,68","8,5","6,67","2,36","3,23","3,42","30,86"
"6,67","7,84","0,2","5,91","8,78","7,35","36,75"
"6,67","2,43","8,28","6,51","0,43","8,76","33,08"
"6,67","3,66","4,61","6,43","8,9","7,14","37,41"
"6,67","7,84","0,2","5,91","8,78","7,35","36,75"
"6,66","7,18","3,43",5,"8,06","7,91","38,24"
"6,65","2,55","6,23","2,16","3,77","6,97","28,33"
"6,65","4,15","7,86","3,21","5,49","8,33","35,69"
"6,65","4,65","1,65","0,14","0,64","3,09","16,82"
"6,65","1,63","5,8","6,83","6,57","2,4","29,88"
"6,64","0,58","8,64","4,68","4,97","4,04","29,55"
"6,64","5,74","7,52","0,65","4,1","8,19","32,84"
"6,64","2,62","3,85","7,67","1,9","8,38","31,06"
"6,64","6,55","4,32","6,46","8,64","3,6","36,21"
"6,64","4,62","1,22","6,87","1,16","7,25","27,76"
"6,64","0,58","8,64","4,68","4,97","4,04","29,55"
"6,64","3,34","1,08","6,09","1,27","8,55","26,97"
"6,63","3,12","2,61","0,54","0,08","5,35","18,33"
"6,63","2,95","4,4","8,6","0,81","8,89","32,28"
"6,63","2,9","7,33","2,62","2,25","7,2","28,93"
"6,63","4,53","8,42","3,57","3,21","0,49","26,85"
"6,62","1,94","2,61","4,72","0,47","5,07","21,43"
"6,62","5,13","4,81","7,07","7,02","2,53","33,18"
"6,61","8,63","3,48","0,87","2,6","6,46","28,65"
"6,6","4,11","6,51","2,07","0,16","5,45","24,9"
"6,6","8,47","2,08","0,26","7,27","0,26","24,94"
"6,59","2,59","8,67","0,83","4,97","1,46","25,11"
"6,59","2,35","8,64","1,22","3,86","6,78","29,44"
"6,59","8,32","0,82","7,61","0,54","7,7","31,58"
"6,59","7,93","4,3","0,93","1,97","7,21","28,93"
"6,59","5,93","1,05","1,45","0,53","8,73","24,28"
"6,59","2,7","0,84","1,91","2,65","5,98","20,67"
"6,59","2,7","6,8","6,05","1,41","1,23","24,78"
"6,58","3,46","2,68","0,19","5,89","8,82","27,62"
"6,57",3,"0,81","3,11","3,76","0,21","17,46"
"6,57","5,07","8,64","6,22","0,69","8,73","35,92"
"6,56","7,59",3,"8,03","3,67","7,78","36,63"
"6,56","3,61","4,67","3,96","4,98","1,53","25,31"
"6,56","0,46","4,87","7,27","3,13","8,88","31,17"
"6,56","5,02","5,71","6,63","3,9","8,98","36,8"
"6,55","2,67","1,84","6,44","1,63","5,75","24,88"
"6,55","7,53","1,95","5,52","4,4","7,19","33,14"
"6,54","3,17","7,53","2,06","0,54","3,39","23,23"
"6,54","8,53","7,73","8,3","2,55","4,96","38,61"
"6,53","8,92","6,69","7,12","3,58","3,19","36,03"
"6,53","2,13","1,05","7,86","1,03","6,84","25,44"
"6,52","5,88","6,45","2,32","3,29","7,61","32,07"
"6,52","7,12","8,34","1,26","1,03","3,95","28,22"
"6,52","6,38","7,44","3,9","5,3","7,16","36,7"
"6,52","4,44","3,48","5,55","0,98","4,52","25,49"
"6,52","1,36","3,07","1,28","0,1","2,24","14,57"
"6,52","5,98","2,93","0,49","6,51","6,11","28,54"
"6,51","3,08","6,01","8,32","3,55","8,12","35,59"
"6,51","4,87","7,83","0,93","8,42","3,69","32,25"
"6,51","2,71","5,91","0,99","6,9","3,82","26,84"
"6,5","6,72",4,"3,24","6,82","2,05","29,33"
"6,5","3,51","8,64","8,47","6,44","3,36","36,92"
"6,48","7,26","4,76","5,39","1,52","7,13","32,54"
"6,48","8,63","5,37","8,03","8,51","6,81","43,83"
"6,48","3,96","0,04","2,1","3,76","4,96","21,3"
"6,48","8,67","2,25","0,09","6,33","1,35","25,17"
"6,48","2,43","8,16","8,38","0,81","8,48","34,74"
"6,47","6,5","1,11","6,03","6,35","4,39","30,85"
"6,47","2,21","5,37","2,59","2,02","2,11","20,77"
"6,47","6,5","1,11","6,03","6,35","4,39","30,85"
"6,47","0,79","4,33","1,08","4,26","6,7","23,63"
"6,47","0,22","2,49","7,09","6,08","8,09","30,44"
"6,47","8,54",7,"0,95","2,81","1,36","27,13"
"6,46","7,94","2,45","4,47","8,51","8,69","38,52"
"6,46","1,14","5,9","8,19","1,7","0,32","23,71"
"6,46","2,73","1,92","8,91","6,32","0,71","27,05"
"6,45","1,04","4,85","6,45","0,73","2,28","21,8"
"6,45","6,4","6,33","4,31","3,04","2,97","29,5"
"6,44",5,"1,1","4,87","0,5","7,73","25,64"
"6,44","7,7","0,46","6,03","1,96","5,55","28,14"
"6,43","7,7","7,48","1,07","8,03","3,32","34,03"
"6,43","3,42","5,88","5,16","1,25","7,04","29,18"
"6,43","0,28","5,94","1,21","3,55","4,12","21,53"
"6,43","4,17","0,37","3,36","8,24","1,25","23,82"
"6,42","3,26","0,71","0,92","3,61","8,85","23,77"
"6,42","8,1","7,86","6,06","7,57","5,59","41,6"
"6,42","7,19","1,58","3,34","5,99","6,42","30,94"
"6,42","3,34","8,54","2,24","3,18","6,66","30,38"
"6,41","4,97","4,69","1,07","7,34","0,99","25,47"
"6,41","0,31","1,96","2,66","0,55","8,32","20,21"
"6,41","7,03","1,75","5,36","1,71","8,97","31,23"
"6,41","0,31","1,96","2,66","0,55","8,32","20,21"
"6,41","1,24","1,29","1,47","0,18","7,14","17,73"
"6,38","0,85","6,06","3,2","0,98","7,08","24,55"
"6,38","3,44","8,77","0,01","7,24","8,13","33,97"
"6,38","6,52","1,75","3,61","4,64","7,03","29,93"
"6,38","4,39","5,14","4,03","2,23","4,64","26,81"
"6,38","7,89","8,41","2,77","2,82","7,93","36,2"
"6,37","5,73","6,89","7,05","4,95","7,74","38,73"
"6,37","7,32","5,94","0,93","1,72","4,65","26,93"
"6,37","6,34","8,24","8,56","6,99","8,45","44,95"
"6,36","0,51","8,47","7,19","3,34","7,54","33,41"
"6,36","8,89","2,36","5,75","6,46","3,47","33,29"
"6,36","1,72","0,23","0,62","3,3","6,58","18,81"
"6,36","4,43","3,85","4,54","6,96","0,09","26,23"
"6,36","8,76","6,45","4,45","5,69","4,99","36,7"
"6,36","6,4","0,67","0,09","0,5","8,48","22,5"
"6,35","0,55","5,72","1,15","0,85","6,06","20,68"
"6,35",2,"1,21","6,94","6,57","1,82","24,89"
"6,35","6,64","0,81","2,69","4,18","0,34","21,01"
"6,34","8,55","3,04","1,66","0,72","6,92","27,23"
"6,34","8,55","3,04","1,66","0,72","6,92","27,23"
"6,34","1,04","4,72","0,65","7,32","6,72","26,79"
"6,33","2,38","3,54",1,"5,13","4,01","22,39"
"6,33","2,38","2,47","4,35","4,5","4,06","24,09"
"6,33","6,79","4,93","1,26","2,59","0,32","22,22"
"6,32","0,63","2,24","6,07","8,85","1,41","25,52"
"6,32","8,76","3,01","4,66","4,89","0,03","27,67"
"6,31","7,19","2,57","7,95","6,13","3,88","34,03"
"6,31","2,97","8,4","8,99","0,56","2,99","30,22"
"6,31","8,95","2,26","3,21","0,03","5,51","26,27"
"6,31","7,08","8,55","4,85","1,92","1,2","29,91"
"6,3","1,53","8,09","2,67","5,38","1,04","25,01"
"6,3","7,15","8,55","4,66","1,29","6,5","34,45"
"6,3","0,84","3,99","5,35","1,63","3,22","21,33"
"6,29","3,77","4,11","7,71","3,56","4,86","30,3"
"6,29","6,84","4,99","7,55","0,41","0,73","26,81"
"6,29","7,43","8,65","4,61","7,28","3,68","37,94"
"6,29","4,55","8,18","3,18","0,91","0,1","23,21"
"6,29","8,28","7,4","5,61","3,62","0,87","32,07"
"6,29","6,67","1,1","0,65","6,45","4,9","26,06"
"6,28","7,18","2,97","7,65","2,47","3,93","30,48"
"6,28","6,71","2,44","7,12","5,38","1,52","29,45"
"6,28","1,56","7,2","3,4","6,16","1,73","26,33"
"6,28","3,31","3,62","5,73","2,26","3,2","24,4"
"6,28","6,95","3,7","0,6","8,84","5,39","31,76"
"6,27","4,78","8,1","6,44","3,15","5,32","34,06"
"6,27","8,99","5,97","1,39","0,83","5,13","28,58"
"6,26","4,05",4,"5,53","3,69","1,21","24,74"
"6,25","3,34","8,01","6,31","0,24","8,27","32,42"
